J48							J48							J48							J48							
StdDev Macro Overall Precision: 	0,038	0,0287	0,0275	0,0245	0,0273		StdDev Macro Overall Precision: 	0,038	0,0287	0,0275	0,0245	0,0273		StdDev Macro Overall Precision: 	0,0336	0,0347	0,0293	0,0264	0,0293		StdDev Macro Overall Precision: 	0,0336	0,0347	0,0293	0,0264	0,0293		
Macro Pos/Neg Precision: 	0,6551	0,6821	0,691	0,71	0,712		Macro Pos/Neg Precision: 	0,6551	0,6821	0,691	0,71	0,712		Macro Pos/Neg Precision: 	0,6636	0,6634	0,6777	0,6831	0,6831		Macro Pos/Neg Precision: 	0,6636	0,6634	0,6777	0,6831	0,6831		
StdDev Macro Pos/Neg Precision: 	0,0528	0,0396	0,0358	0,0321	0,0313		StdDev Macro Pos/Neg Precision: 	0,0528	0,0396	0,0358	0,0321	0,0313		StdDev Macro Pos/Neg Precision: 	0,0535	0,0464	0,0421	0,039	0,0355		StdDev Macro Pos/Neg Precision: 	0,0535	0,0464	0,0421	0,039	0,0355		
Negative Recall: 	0,5696	0,6054	0,6167	0,6132	0,6124		Negative Recall: 	0,5696	0,6054	0,6167	0,6132	0,6124		Negative Recall: 	0,5465	0,6319	0,629	0,6242	0,6233		Negative Recall: 	0,5465	0,6319	0,629	0,6242	0,6233		
StdDev Negative Recall: 	0,0913	0,0705	0,061	0,0586	0,0502		StdDev Negative Recall: 	0,0913	0,0705	0,061	0,0586	0,0502		StdDev Negative Recall: 	0,1277	0,0731	0,0692	0,0715	0,0669		StdDev Negative Recall: 	0,1277	0,0731	0,0692	0,0715	0,0669		
Negative Precision: 	0,6502	0,6815	0,6967	0,7184	0,726		Negative Precision: 	0,6502	0,6815	0,6967	0,7184	0,726		Negative Precision: 	0,6568	0,6468	0,6694	0,6769	0,6816		Negative Precision: 	0,6568	0,6468	0,6694	0,6769	0,6816		
StdDev Negative Precision: 	0,0762	0,0618	0,0561	0,0525	0,0496		StdDev Negative Precision: 	0,0762	0,0618	0,0561	0,0525	0,0496		StdDev Negative Precision: 	0,0801	0,0686	0,0652	0,06	0,0626		StdDev Negative Precision: 	0,0801	0,0686	0,0652	0,06	0,0626		
Neutral Recalls: 	0,6241	0,6425	0,6483	0,6805	0,6852		Neutral Recalls: 	0,6241	0,6425	0,6483	0,6805	0,6852		Neutral Recalls: 	0,654	0,5991	0,6213	0,6254	0,6225		Neutral Recalls: 	0,654	0,5991	0,6213	0,6254	0,6225		
StdDev Neutral Recalls: 	0,1081	0,0892	0,0733	0,0645	0,0603		StdDev Neutral Recalls: 	0,1081	0,0892	0,0733	0,0645	0,0603		StdDev Neutral Recalls: 	0,1187	0,0981	0,0977	0,0792	0,0694		StdDev Neutral Recalls: 	0,1187	0,0981	0,0977	0,0792	0,0694		
Neutral Precision: 	0,5544	0,5828	0,5979	0,6034	0,6109		Neutral Precision: 	0,5544	0,5828	0,5979	0,6034	0,6109		Neutral Precision: 	0,5318	0,5871	0,6031	0,6043	0,6116		Neutral Precision: 	0,5318	0,5871	0,6031	0,6043	0,6116		
StdDev Neutral Precision: 	0,0538	0,0483	0,0389	0,0413	0,0386		StdDev Neutral Precision: 	0,0538	0,0483	0,0389	0,0413	0,0386		StdDev Neutral Precision: 	0,0608	0,0529	0,0506	0,0452	0,0496		StdDev Neutral Precision: 	0,0608	0,0529	0,0506	0,0452	0,0496		
Positive Recall: 	0,6261	0,6674	0,6933	0,7024	0,7154		Positive Recall: 	0,6261	0,6674	0,6933	0,7024	0,7154		Positive Recall: 	0,5784	0,6552	0,6814	0,6993	0,7152		Positive Recall: 	0,5784	0,6552	0,6814	0,6993	0,7152		
StdDev Positive Recall: 	0,0885	0,0733	0,0602	0,0604	0,0589		StdDev Positive Recall: 	0,0885	0,0733	0,0602	0,0604	0,0589		StdDev Positive Recall: 	0,1194	0,0822	0,0806	0,0645	0,0674		StdDev Positive Recall: 	0,1194	0,0822	0,0806	0,0645	0,0674		
Positive Precision: 	0,66	0,6827	0,6853	0,7015	0,6981		Positive Precision: 	0,66	0,6827	0,6853	0,7015	0,6981		Positive Precision: 	0,6704	0,68	0,686	0,6893	0,6845		Positive Precision: 	0,6704	0,68	0,686	0,6893	0,6845		
StdDev Positive Precision: 	0,0751	0,0598	0,0506	0,0461	0,0366		StdDev Positive Precision: 	0,0751	0,0598	0,0506	0,0461	0,0366		StdDev Positive Precision: 	0,0814	0,066	0,0577	0,0535	0,0462		StdDev Positive Precision: 	0,0814	0,066	0,0577	0,0535	0,0462		

RandomForest							
-P 100 -I 200 -num-slots 0 -K 0 -M 1.0 -V 0.001 -S 1 -N 2 -U 	200	400	600	800	984		
Overall Recall: 	1	1	1	1	1		
StdDev Overall Recall: 	0	0	0	0	0		
Macro Overall Recall: 	0,6395	0,6667	0,6797	0,6865	0,6921		
StdDev Macro Overall Recall: 	0,0267	0,024	0,0233	0,024	0,0232		
Macro Pos/Neg Recall: 	0,6543	0,6814	0,6954	0,7017	0,7054		
StdDev Macro Pos/Neg Recall: 	0,0433	0,0348	0,0312	0,0323	0,0316		
Overall Precision: 	0,6395	0,6667	0,6797	0,6865	0,6921		
StdDev Overall Precision: 	0,0267	0,024	0,0233	0,024	0,0232		
Macro Overall Precision: 	0,6427	0,6693	0,6819	0,6884	0,6941		
StdDev Macro Overall Precision: 	0,027	0,0238	0,0234	0,0238	0,0231		
Macro Pos/Neg Precision: 	0,658	0,6886	0,702	0,7076	0,714		
StdDev Macro Pos/Neg Precision: 	0,0308	0,0259	0,0267	0,0265	0,0242		
Negative Recall: 	0,6383	0,6656	0,675	0,6826	0,6812		
StdDev Negative Recall: 	0,064	0,0525	0,048	0,0422	0,0448		
Negative Precision: 	0,6434	0,6733	0,692	0,702	0,712		
StdDev Negative Precision: 	0,0477	0,0452	0,0434	0,0453	0,0405		
Neutral Recalls: 	0,61	0,6373	0,6482	0,6562	0,6656		
StdDev Neutral Recalls: 	0,0578	0,0498	0,0527	0,0477	0,0469		
Neutral Precision: 	0,612	0,6307	0,6417	0,6501	0,6543		
StdDev Neutral Precision: 	0,0401	0,0364	0,0329	0,0336	0,035		
Positive Recall: 	0,6703	0,6973	0,7158	0,7208	0,7296		
StdDev Positive Recall: 	0,0645	0,0546	0,0465	0,0512	0,0472		
Positive Precision: 	0,6725	0,704	0,7121	0,7133	0,716		
StdDev Positive Precision: 	0,0466	0,0385	0,0435	0,0373	0,0386		

